,Date,Value,Day of week,Percent change,Month
1,2014-04-02,1888.48,2,0.46,April
2,2014-04-03,1888.22,3,-0.01,April
3,2014-04-04,1880.27,4,-0.42,April
4,2014-04-07,1852.76,0,-1.46,April
5,2014-04-08,1846.22,1,-0.35,April
6,2014-04-09,1862.41,2,0.88,April
7,2014-04-10,1851.7,3,-0.58,April
8,2014-04-11,1824.72,4,-1.46,April
9,2014-04-14,1825.0,0,0.02,April
10,2014-04-15,1830.16,1,0.28,April
11,2014-04-16,1854.16,2,1.31,April
12,2014-04-17,1863.18,3,0.49,April
13,2014-04-21,1867.54,0,0.23,April
14,2014-04-22,1878.73,1,0.6,April
15,2014-04-23,1876.83,2,-0.1,April
16,2014-04-24,1877.15,3,0.02,April
17,2014-04-25,1868.71,4,-0.45,April
18,2014-04-28,1863.81,0,-0.26,April
19,2014-04-29,1875.69,1,0.64,April
20,2014-04-30,1878.95,2,0.17,April
21,2014-05-01,1883.32,3,0.23,May
22,2014-05-02,1884.92,4,0.08,May
23,2014-05-05,1876.14,0,-0.47,May
24,2014-05-06,1875.7,1,-0.02,May
25,2014-05-07,1869.31,2,-0.34,May
26,2014-05-08,1879.56,3,0.55,May
27,2014-05-09,1872.8,4,-0.36,May
28,2014-05-12,1888.58,0,0.84,May
29,2014-05-13,1899.12,1,0.56,May
30,2014-05-14,1891.45,2,-0.4,May
31,2014-05-15,1875.26,3,-0.86,May
32,2014-05-16,1871.55,4,-0.2,May
33,2014-05-19,1879.21,0,0.41,May
34,2014-05-20,1876.51,1,-0.14,May
35,2014-05-21,1881.07,2,0.24,May
36,2014-05-22,1890.86,3,0.52,May
37,2014-05-23,1897.29,4,0.34,May
38,2014-05-27,1907.14,1,0.52,May
39,2014-05-28,1910.88,2,0.2,May
40,2014-05-29,1914.92,3,0.21,May
41,2014-05-30,1920.34,4,0.28,May
42,2014-06-02,1920.93,0,0.03,June
43,2014-06-03,1921.93,1,0.05,June
44,2014-06-04,1923.62,2,0.09,June
45,2014-06-05,1932.34,3,0.45,June
46,2014-06-06,1945.93,4,0.7,June
47,2014-06-09,1951.36,0,0.28,June
48,2014-06-10,1947.75,1,-0.18,June
49,2014-06-11,1944.72,2,-0.16,June
50,2014-06-12,1934.56,3,-0.52,June
51,2014-06-13,1932.5,4,-0.11,June
52,2014-06-16,1936.03,0,0.18,June
53,2014-06-17,1938.62,1,0.13,June
54,2014-06-18,1948.52,2,0.51,June
55,2014-06-19,1956.06,3,0.39,June
56,2014-06-20,1961.54,4,0.28,June
57,2014-06-23,1961.32,0,-0.01,June
58,2014-06-24,1958.26,1,-0.16,June
59,2014-06-25,1954.16,2,-0.21,June
60,2014-06-26,1952.29,3,-0.1,June
61,2014-06-27,1956.82,4,0.23,June
62,2014-06-30,1961.23,0,0.23,June
63,2014-07-01,1970.44,1,0.47,July
64,2014-07-02,1974.62,2,0.21,July
65,2014-07-03,1980.74,3,0.31,July
66,2014-07-07,1979.55,0,-0.06,July
67,2014-07-08,1967.93,1,-0.59,July
68,2014-07-09,1969.62,2,0.09,July
69,2014-07-10,1961.35,3,-0.42,July
70,2014-07-11,1964.15,4,0.14,July
71,2014-07-14,1974.86,0,0.55,July
72,2014-07-15,1973.93,1,-0.05,July
73,2014-07-16,1979.8,2,0.3,July
74,2014-07-17,1968.7,3,-0.56,July
75,2014-07-18,1970.36,4,0.08,July
76,2014-07-21,1971.35,0,0.05,July
77,2014-07-22,1980.95,1,0.49,July
78,2014-07-23,1985.84,2,0.25,July
79,2014-07-24,1988.59,3,0.14,July
80,2014-07-25,1979.48,4,-0.46,July
81,2014-07-28,1974.42,0,-0.26,July
82,2014-07-29,1977.4,1,0.15,July
83,2014-07-30,1970.66,2,-0.34,July
84,2014-07-31,1947.91,3,-1.15,July
85,2014-08-01,1926.86,4,-1.08,August
86,2014-08-04,1932.06,0,0.27,August
87,2014-08-05,1925.05,1,-0.36,August
88,2014-08-06,1919.68,2,-0.28,August
89,2014-08-07,1916.84,3,-0.15,August
90,2014-08-08,1920.7,4,0.2,August
91,2014-08-11,1939.16,0,0.96,August
92,2014-08-12,1933.97,1,-0.27,August
93,2014-08-13,1942.0,2,0.42,August
94,2014-08-14,1951.32,3,0.48,August
95,2014-08-15,1952.77,4,0.07,August
96,2014-08-18,1965.18,0,0.64,August
97,2014-08-19,1977.65,1,0.63,August
98,2014-08-20,1983.12,2,0.28,August
99,2014-08-21,1990.79,3,0.39,August
100,2014-08-22,1989.15,4,-0.08,August
101,2014-08-25,1996.84,0,0.39,August
102,2014-08-26,2001.82,1,0.25,August
103,2014-08-27,1999.17,2,-0.13,August
104,2014-08-28,1994.54,3,-0.23,August
105,2014-08-29,1999.02,4,0.22,August
106,2014-09-02,2000.48,1,0.07,September
107,2014-09-03,2003.71,2,0.16,September
108,2014-09-04,2001.86,3,-0.09,September
109,2014-09-05,1998.9,4,-0.15,September
110,2014-09-08,2001.38,0,0.12,September
111,2014-09-09,1992.81,1,-0.43,September
112,2014-09-10,1989.82,2,-0.15,September
113,2014-09-11,1991.79,3,0.1,September
114,2014-09-12,1988.5,4,-0.17,September
115,2014-09-15,1982.83,0,-0.29,September
116,2014-09-16,1990.67,1,0.4,September
117,2014-09-17,2002.02,2,0.57,September
118,2014-09-18,2007.7,3,0.28,September
119,2014-09-19,2012.92,4,0.26,September
120,2014-09-22,2000.04,0,-0.64,September
121,2014-09-23,1989.09,1,-0.55,September
122,2014-09-24,1989.21,2,0.01,September
123,2014-09-25,1981.66,3,-0.38,September
124,2014-09-26,1976.3,4,-0.27,September
125,2014-09-29,1972.66,0,-0.18,September
126,2014-09-30,1977.06,1,0.22,September
127,2014-10-01,1956.58,2,-1.04,October
128,2014-10-02,1939.18,3,-0.89,October
129,2014-10-03,1959.66,4,1.06,October
130,2014-10-06,1968.14,0,0.43,October
131,2014-10-07,1948.61,1,-0.99,October
132,2014-10-08,1947.8,2,-0.04,October
133,2014-10-09,1947.62,3,-0.01,October
134,2014-10-10,1921.52,4,-1.34,October
135,2014-10-13,1893.12,0,-1.48,October
136,2014-10-14,1885.25,1,-0.42,October
137,2014-10-15,1847.42,2,-2.01,October
138,2014-10-16,1855.52,3,0.44,October
139,2014-10-17,1881.54,4,1.4,October
140,2014-10-20,1893.66,0,0.64,October
141,2014-10-21,1925.92,1,1.7,October
142,2014-10-22,1938.07,2,0.63,October
143,2014-10-23,1946.48,3,0.43,October
144,2014-10-24,1955.77,4,0.48,October
145,2014-10-27,1958.0,0,0.11,October
146,2014-10-28,1974.6,1,0.85,October
147,2014-10-29,1980.22,2,0.28,October
148,2014-10-30,1987.08,3,0.35,October
149,2014-10-31,2009.7,4,1.14,October
150,2014-11-03,2019.07,0,0.47,November
151,2014-11-04,2008.5,1,-0.52,November
152,2014-11-05,2019.1,2,0.53,November
153,2014-11-06,2023.74,3,0.23,November
154,2014-11-07,2029.66,4,0.29,November
155,2014-11-10,2034.44,0,0.24,November
156,2014-11-11,2038.28,1,0.19,November
157,2014-11-12,2036.14,2,-0.1,November
158,2014-11-13,2038.31,3,0.11,November
159,2014-11-14,2038.71,4,0.02,November
160,2014-11-17,2038.76,0,0.0,November
161,2014-11-18,2048.78,1,0.49,November
162,2014-11-19,2046.26,2,-0.12,November
163,2014-11-20,2047.16,3,0.04,November
